received_timestamp,entry_timestamp,dispatch_timestamp,response_timestamp,on_scene_timestamp,zipcode_of_incident,battalion,final_priority,als_unit,call_type_group,unit_type,location,latitude,longitude,number_of_alarms
2018-01-18 09:19:44.000000 UTC,2018-01-18 09:21:29.000000 UTC,2018-01-18 09:21:45.000000 UTC,2018-01-18 09:24:02.000000 UTC,,94103,B02,3,FALSE,Alarm,TRUCK,"(37.778036510820826, -122.41542910091165)",37.77803651,-122.4154291,1
2018-01-18 12:47:34.000000 UTC,2018-01-18 12:48:49.000000 UTC,2018-01-18 12:50:00.000000 UTC,2018-01-18 12:50:00.000000 UTC,2018-01-18 12:53:20.000000 UTC,94112,B09,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.71795294352269, -122.44568586606891)",37.71795294,-122.4456859,1
2018-01-18 02:48:44.000000 UTC,2018-01-18 02:49:13.000000 UTC,2018-01-18 02:49:45.000000 UTC,2018-01-18 02:51:17.000000 UTC,2018-01-18 02:52:57.000000 UTC,94109,B04,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.784953877780715, -122.42798892814598)",37.78495388,-122.4279889,1
2018-01-18 11:32:17.000000 UTC,2018-01-18 11:33:18.000000 UTC,2018-01-18 11:33:28.000000 UTC,2018-01-18 11:33:53.000000 UTC,2018-01-18 11:36:55.000000 UTC,94102,B02,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.78305906182124, -122.41571987823016)",37.78305906,-122.4157199,1
2018-01-18 04:00:06.000000 UTC,2018-01-18 04:02:59.000000 UTC,2018-01-18 04:03:27.000000 UTC,2018-01-18 04:05:19.000000 UTC,2018-01-18 04:10:27.000000 UTC,94134,B09,3,FALSE,Alarm,CHIEF,"(37.71214950882262, -122.41714122572772)",37.71214951,-122.4171412,1
2018-01-18 09:00:34.000000 UTC,2018-01-18 09:03:00.000000 UTC,2018-01-18 09:03:08.000000 UTC,2018-01-18 09:05:59.000000 UTC,2018-01-18 09:08:38.000000 UTC,94102,B03,3,FALSE,Alarm,TRUCK,"(37.78419090478878, -122.4101194834515)",37.7841909,-122.4101195,1
2018-01-18 01:23:07.000000 UTC,2018-01-18 01:25:00.000000 UTC,2018-01-18 01:25:19.000000 UTC,2018-01-18 01:25:58.000000 UTC,2018-01-18 01:30:34.000000 UTC,94103,B02,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.7752603293476, -122.40982094689436)",37.77526033,-122.4098209,1
2018-01-18 10:37:45.000000 UTC,2018-01-18 10:38:47.000000 UTC,2018-01-18 10:38:54.000000 UTC,2018-01-18 10:44:24.000000 UTC,,94103,B03,3,FALSE,Alarm,CHIEF,"(37.786479534596914, -122.4047243510138)",37.78647953,-122.4047244,1
2018-01-18 21:34:10.000000 UTC,2018-01-18 21:35:06.000000 UTC,2018-01-18 21:35:22.000000 UTC,2018-01-18 21:35:32.000000 UTC,2018-01-18 21:41:50.000000 UTC,94118,B07,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.784029988441496, -122.45461780143116)",37.78402999,-122.4546178,1
2018-01-18 13:45:08.000000 UTC,2018-01-18 13:46:08.000000 UTC,2018-01-18 13:46:49.000000 UTC,2018-01-18 13:47:17.000000 UTC,2018-01-18 13:49:34.000000 UTC,94133,B01,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.80148647428786, -122.41200425028192)",37.80148647,-122.4120043,1
2018-01-18 21:22:13.000000 UTC,2018-01-18 21:22:13.000000 UTC,2018-01-18 21:22:24.000000 UTC,2018-01-18 21:22:44.000000 UTC,2018-01-18 21:29:25.000000 UTC,94107,B03,2,TRUE,Non Life-threatening,MEDIC,"(37.772033503746634, -122.39820071397247)",37.7720335,-122.3982007,1
2018-01-18 18:42:45.000000 UTC,2018-01-18 18:44:29.000000 UTC,2018-01-18 18:45:22.000000 UTC,2018-01-18 18:47:48.000000 UTC,2018-01-18 18:49:57.000000 UTC,94107,B03,3,TRUE,Alarm,ENGINE,"(37.77078768224108, -122.40046256678629)",37.77078768,-122.4004626,1
2018-01-18 07:17:58.000000 UTC,2018-01-18 07:20:12.000000 UTC,2018-01-18 07:21:22.000000 UTC,2018-01-18 07:22:14.000000 UTC,2018-01-18 07:29:01.000000 UTC,94123,B04,2,FALSE,Non Life-threatening,ENGINE,"(37.80212219387013, -122.42554336024392)",37.80212219,-122.4255434,1
2018-01-18 12:36:06.000000 UTC,2018-01-18 12:36:54.000000 UTC,2018-01-18 12:37:03.000000 UTC,2018-01-18 12:37:18.000000 UTC,,94103,B02,3,FALSE,Potentially Life-Threatening,RESCUE SQUAD,"(37.77858957403123, -122.41162615229925)",37.77858957,-122.4116262,1
2018-01-18 08:58:00.000000 UTC,2018-01-18 08:59:09.000000 UTC,2018-01-18 08:59:21.000000 UTC,2018-01-18 08:59:34.000000 UTC,2018-01-18 09:02:12.000000 UTC,94103,B03,2,FALSE,Potentially Life-Threatening,RESCUE SQUAD,"(37.779489776175964, -122.40737643830552)",37.77948978,-122.4073764,1
2018-01-18 06:42:13.000000 UTC,2018-01-18 06:44:34.000000 UTC,2018-01-18 06:44:47.000000 UTC,2018-01-18 06:45:37.000000 UTC,2018-01-18 07:10:03.000000 UTC,94124,B10,2,TRUE,Non Life-threatening,MEDIC,"(37.72949908597116, -122.37942488982782)",37.72949909,-122.3794249,1
2018-01-18 22:06:45.000000 UTC,2018-01-18 22:08:30.000000 UTC,2018-01-18 22:08:43.000000 UTC,2018-01-18 22:10:45.000000 UTC,2018-01-18 22:12:24.000000 UTC,94107,B10,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.757671537748145, -122.39466075129846)",37.75767154,-122.3946608,1
2018-01-18 12:43:54.000000 UTC,2018-01-18 12:46:05.000000 UTC,2018-01-18 12:54:04.000000 UTC,2018-01-18 12:55:20.000000 UTC,,94112,B09,3,TRUE,Potentially Life-Threatening,RESCUE CAPTAIN,"(37.70976252611105, -122.44967498049947)",37.70976253,-122.449675,1
2018-01-18 16:56:01.000000 UTC,2018-01-18 16:57:29.000000 UTC,2018-01-18 16:58:05.000000 UTC,2018-01-18 16:59:10.000000 UTC,2018-01-18 17:01:36.000000 UTC,94115,B05,3,FALSE,Non Life-threatening,ENGINE,"(37.77908938322085, -122.43192583901829)",37.77908938,-122.4319258,1
2018-01-18 00:15:33.000000 UTC,2018-01-18 00:18:13.000000 UTC,2018-01-18 00:18:42.000000 UTC,2018-01-18 00:21:29.000000 UTC,2018-01-18 00:23:10.000000 UTC,94107,B03,3,FALSE,Alarm,TRUCK,"(37.783310406701474, -122.3883798739193)",37.78331041,-122.3883799,1
2018-01-18 03:01:29.000000 UTC,2018-01-18 03:02:27.000000 UTC,2018-01-18 03:02:56.000000 UTC,2018-01-18 03:03:19.000000 UTC,2018-01-18 03:06:33.000000 UTC,94109,B04,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.78703794622671, -122.4182709824337)",37.78703795,-122.418271,1
2018-01-18 11:00:11.000000 UTC,2018-01-18 11:02:16.000000 UTC,2018-01-18 11:03:13.000000 UTC,2018-01-18 11:03:23.000000 UTC,,94116,B08,2,TRUE,Non Life-threatening,MEDIC,"(37.738203639932976, -122.47959092037672)",37.73820364,-122.4795909,1
2018-01-18 12:48:08.000000 UTC,2018-01-18 12:50:07.000000 UTC,2018-01-18 12:50:29.000000 UTC,2018-01-18 12:52:36.000000 UTC,2018-01-18 13:13:38.000000 UTC,94112,B09,2,FALSE,Potentially Life-Threatening,PRIVATE,"(37.725491903430445, -122.46093235370405)",37.7254919,-122.4609324,1
2018-01-18 09:14:11.000000 UTC,2018-01-18 09:16:09.000000 UTC,2018-01-18 09:32:32.000000 UTC,2018-01-18 09:32:50.000000 UTC,,94103,B02,2,TRUE,Potentially Life-Threatening,MEDIC,"(37.78153743312166, -122.4095183414163)",37.78153743,-122.4095183,1
2018-01-18 15:41:21.000000 UTC,2018-01-18 15:42:16.000000 UTC,2018-01-18 15:42:40.000000 UTC,2018-01-18 15:42:44.000000 UTC,2018-01-18 15:44:41.000000 UTC,94102,B03,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.78225008731672, -122.41126861336849)",37.78225009,-122.4112686,1
2018-01-18 11:57:35.000000 UTC,2018-01-18 11:59:31.000000 UTC,2018-01-18 12:00:18.000000 UTC,2018-01-18 12:01:57.000000 UTC,,94102,B02,3,FALSE,Alarm,TRUCK,"(37.778797887284476, -122.42252070216878)",37.77879789,-122.4225207,1
2018-01-18 08:18:56.000000 UTC,2018-01-18 08:19:06.000000 UTC,2018-01-18 08:21:16.000000 UTC,2018-01-18 08:22:35.000000 UTC,,94107,B03,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.78132125716762, -122.39584350016621)",37.78132126,-122.3958435,1
2018-01-18 18:42:08.000000 UTC,2018-01-18 18:42:08.000000 UTC,2018-01-18 18:42:34.000000 UTC,2018-01-18 18:42:46.000000 UTC,2018-01-18 18:44:31.000000 UTC,94109,B04,2,TRUE,Non Life-threatening,ENGINE,"(37.78615140146587, -122.41725762380497)",37.7861514,-122.4172576,1
2018-01-18 15:51:09.000000 UTC,2018-01-18 15:54:29.000000 UTC,2018-01-18 15:54:57.000000 UTC,2018-01-18 15:56:27.000000 UTC,,94124,B10,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.71562305008039, -122.38342286564205)",37.71562305,-122.3834229,1
2018-01-18 13:10:48.000000 UTC,2018-01-18 13:11:44.000000 UTC,2018-01-18 13:14:23.000000 UTC,2018-01-18 13:15:27.000000 UTC,,94109,B04,3,TRUE,Potentially Life-Threatening,RESCUE CAPTAIN,"(37.787504495274156, -122.41416369312329)",37.7875045,-122.4141637,1
2018-01-18 23:08:48.000000 UTC,2018-01-18 23:09:49.000000 UTC,2018-01-18 23:10:02.000000 UTC,2018-01-18 23:10:09.000000 UTC,2018-01-18 23:19:02.000000 UTC,94124,B10,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.72964281131419, -122.39235861317303)",37.72964281,-122.3923586,1
2018-01-18 02:27:50.000000 UTC,2018-01-18 02:27:50.000000 UTC,2018-01-18 02:28:11.000000 UTC,2018-01-18 02:31:02.000000 UTC,,94103,B02,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.77346648973248, -122.41354690421521)",37.77346649,-122.4135469,1
2018-01-18 00:06:19.000000 UTC,2018-01-18 00:10:02.000000 UTC,2018-01-18 00:10:29.000000 UTC,2018-01-18 00:19:29.000000 UTC,2018-01-18 00:19:29.000000 UTC,94107,B03,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.78202426623581, -122.40115971950917)",37.78202427,-122.4011597,1
2018-01-18 19:53:01.000000 UTC,2018-01-18 19:54:57.000000 UTC,2018-01-18 19:55:15.000000 UTC,2018-01-18 19:56:30.000000 UTC,2018-01-18 19:58:50.000000 UTC,94107,B03,3,FALSE,Alarm,TRUCK,"(37.7771045304956, -122.39275040606597)",37.77710453,-122.3927504,1
2018-01-18 06:37:49.000000 UTC,2018-01-18 06:38:37.000000 UTC,2018-01-18 06:39:03.000000 UTC,2018-01-18 06:41:33.000000 UTC,2018-01-18 06:43:23.000000 UTC,94105,B03,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.79169724929137, -122.3921340622084)",37.79169725,-122.3921341,1
2018-01-18 08:38:34.000000 UTC,2018-01-18 08:39:34.000000 UTC,2018-01-18 08:40:07.000000 UTC,2018-01-18 08:40:47.000000 UTC,,94105,B03,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.790069767129, -122.4001731757253)",37.79006977,-122.4001732,1
2018-01-18 11:43:53.000000 UTC,2018-01-18 11:43:53.000000 UTC,2018-01-18 11:44:03.000000 UTC,2018-01-18 11:45:59.000000 UTC,2018-01-18 11:48:22.000000 UTC,94115,B05,3,FALSE,Alarm,ENGINE,"(37.77965962919717, -122.43874018230179)",37.77965963,-122.4387402,1
2018-01-18 01:31:09.000000 UTC,2018-01-18 01:32:19.000000 UTC,2018-01-18 01:33:48.000000 UTC,2018-01-18 01:34:55.000000 UTC,2018-01-18 01:39:03.000000 UTC,94109,B04,3,FALSE,Potentially Life-Threatening,ENGINE,"(37.805077901858944, -122.42529856511551)",37.8050779,-122.4252986,1
2018-01-18 19:25:35.000000 UTC,2018-01-18 19:27:36.000000 UTC,2018-01-18 19:29:19.000000 UTC,2018-01-18 19:30:33.000000 UTC,2018-01-18 19:36:16.000000 UTC,94114,B05,2,TRUE,Non Life-threatening,MEDIC,"(37.761832699567435, -122.43175554986415)",37.7618327,-122.4317555,1
2018-01-18 10:52:45.000000 UTC,2018-01-18 10:55:15.000000 UTC,2018-01-18 10:58:31.000000 UTC,2018-01-18 10:58:31.000000 UTC,2018-01-18 10:58:36.000000 UTC,94109,B01,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.78926924546326, -122.4162053780221)",37.78926925,-122.4162054,1
2018-01-18 07:31:58.000000 UTC,2018-01-18 07:34:33.000000 UTC,2018-01-18 07:35:23.000000 UTC,2018-01-18 07:35:45.000000 UTC,,94103,B02,2,TRUE,Non Life-threatening,MEDIC,"(37.774094856688166, -122.42000143696421)",37.77409486,-122.4200014,1
2018-01-18 19:20:25.000000 UTC,2018-01-18 19:23:14.000000 UTC,2018-01-18 19:23:23.000000 UTC,2018-01-18 19:23:51.000000 UTC,2018-01-18 19:46:24.000000 UTC,94121,B07,2,FALSE,Non Life-threatening,PRIVATE,"(37.78075775369213, -122.49130205470276)",37.78075775,-122.4913021,1
2018-01-18 08:28:40.000000 UTC,2018-01-18 08:32:49.000000 UTC,2018-01-18 08:34:15.000000 UTC,2018-01-18 08:36:47.000000 UTC,,94107,B03,2,FALSE,Potentially Life-Threatening,ENGINE,"(37.77693145202289, -122.39930807655328)",37.77693145,-122.3993081,1
2018-01-18 18:22:26.000000 UTC,2018-01-18 18:23:48.000000 UTC,2018-01-18 18:24:05.000000 UTC,2018-01-18 18:25:43.000000 UTC,2018-01-18 18:28:13.000000 UTC,94122,B08,3,FALSE,Alarm,TRUCK,"(37.75675709185977, -122.48302887565708)",37.75675709,-122.4830289,1
2018-01-18 21:44:04.000000 UTC,2018-01-18 21:48:15.000000 UTC,2018-01-18 21:48:24.000000 UTC,2018-01-18 21:48:28.000000 UTC,2018-01-18 22:02:09.000000 UTC,94132,B08,2,TRUE,Non Life-threatening,MEDIC,"(37.71901186767855, -122.48045074945877)",37.71901187,-122.4804507,1
2018-01-18 10:37:45.000000 UTC,2018-01-18 10:38:47.000000 UTC,2018-01-18 10:38:54.000000 UTC,2018-01-18 10:41:02.000000 UTC,2018-01-18 10:44:34.000000 UTC,94103,B03,3,FALSE,Alarm,TRUCK,"(37.786479534596914, -122.4047243510138)",37.78647953,-122.4047244,1
2018-01-18 10:23:06.000000 UTC,2018-01-18 10:25:15.000000 UTC,2018-01-18 10:26:02.000000 UTC,2018-01-18 10:26:07.000000 UTC,2018-01-18 10:58:54.000000 UTC,94124,B10,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.72664747873968, -122.39386696204954)",37.72664748,-122.393867,1
2018-01-18 23:40:16.000000 UTC,2018-01-18 23:41:39.000000 UTC,2018-01-18 23:42:26.000000 UTC,2018-01-18 23:44:29.000000 UTC,2018-01-18 23:48:50.000000 UTC,94118,B07,3,TRUE,Potentially Life-Threatening,RESCUE CAPTAIN,"(37.78646212075787, -122.45257113240375)",37.78646212,-122.4525711,1
2018-01-18 08:42:21.000000 UTC,2018-01-18 08:45:24.000000 UTC,2018-01-18 08:46:10.000000 UTC,2018-01-18 08:47:44.000000 UTC,2018-01-18 08:49:52.000000 UTC,94114,B05,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.765465310749235, -122.43314806476968)",37.76546531,-122.4331481,1
2018-01-18 17:20:25.000000 UTC,2018-01-18 17:23:57.000000 UTC,2018-01-18 17:24:15.000000 UTC,2018-01-18 17:25:38.000000 UTC,2018-01-18 17:29:08.000000 UTC,94107,B03,3,FALSE,Alarm,TRUCK,"(37.77078768224108, -122.40046256678629)",37.77078768,-122.4004626,1
2018-01-18 15:04:09.000000 UTC,2018-01-18 15:06:03.000000 UTC,2018-01-18 15:06:47.000000 UTC,2018-01-18 15:07:16.000000 UTC,2018-01-18 15:21:29.000000 UTC,94122,B05,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.76342005732764, -122.45825250717148)",37.76342006,-122.4582525,1
2018-01-18 12:38:34.000000 UTC,2018-01-18 12:38:48.000000 UTC,2018-01-18 12:39:05.000000 UTC,2018-01-18 12:39:13.000000 UTC,,94109,B04,3,TRUE,Alarm,ENGINE,"(37.79494605139675, -122.42915585307847)",37.79494605,-122.4291559,1
2018-01-18 13:36:00.000000 UTC,2018-01-18 13:38:33.000000 UTC,2018-01-18 13:39:13.000000 UTC,2018-01-18 13:39:38.000000 UTC,2018-01-18 13:56:32.000000 UTC,94115,B05,2,FALSE,Potentially Life-Threatening,PRIVATE,"(37.7833263288474, -122.44032487615966)",37.78332633,-122.4403249,1
2018-01-18 16:25:42.000000 UTC,2018-01-18 16:26:43.000000 UTC,2018-01-18 16:27:06.000000 UTC,2018-01-18 16:28:14.000000 UTC,2018-01-18 16:30:33.000000 UTC,94124,B10,3,FALSE,Alarm,ENGINE,"(37.73527383438168, -122.39141347027405)",37.73527383,-122.3914135,1
2018-01-18 19:54:11.000000 UTC,2018-01-18 19:55:10.000000 UTC,2018-01-18 19:59:50.000000 UTC,2018-01-18 20:00:24.000000 UTC,2018-01-18 20:02:18.000000 UTC,94109,B04,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.785942726545485, -122.41890255760904)",37.78594273,-122.4189026,1
2018-01-18 06:16:28.000000 UTC,2018-01-18 06:19:37.000000 UTC,2018-01-18 06:21:23.000000 UTC,2018-01-18 06:23:21.000000 UTC,2018-01-18 06:23:22.000000 UTC,94102,B03,2,TRUE,Non Life-threatening,ENGINE,"(37.78111921215415, -122.41259697063744)",37.78111921,-122.412597,1
2018-01-18 06:36:35.000000 UTC,2018-01-18 06:41:58.000000 UTC,2018-01-18 06:42:09.000000 UTC,2018-01-18 06:42:45.000000 UTC,,94117,B05,2,FALSE,Potentially Life-Threatening,PRIVATE,"(37.776855889197265, -122.43817704624169)",37.77685589,-122.438177,1
2018-01-18 20:07:37.000000 UTC,2018-01-18 20:08:10.000000 UTC,2018-01-18 20:08:38.000000 UTC,2018-01-18 20:08:48.000000 UTC,2018-01-18 20:14:13.000000 UTC,94109,B04,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.79573710930162, -122.42341305525468)",37.79573711,-122.4234131,1
2018-01-18 07:55:57.000000 UTC,2018-01-18 07:56:26.000000 UTC,2018-01-18 07:57:31.000000 UTC,2018-01-18 07:58:59.000000 UTC,2018-01-18 08:01:02.000000 UTC,94114,B02,3,FALSE,Potentially Life-Threatening,ENGINE,"(37.769247063207025, -122.42695563170949)",37.76924706,-122.4269556,1
2018-01-18 18:05:43.000000 UTC,2018-01-18 18:06:45.000000 UTC,2018-01-18 18:07:21.000000 UTC,2018-01-18 18:08:24.000000 UTC,2018-01-18 18:12:34.000000 UTC,94102,B01,3,FALSE,Potentially Life-Threatening,ENGINE,"(37.785890331227826, -122.4117257194336)",37.78589033,-122.4117257,1
2018-01-18 06:00:26.000000 UTC,2018-01-18 06:02:04.000000 UTC,2018-01-18 06:02:21.000000 UTC,2018-01-18 06:02:57.000000 UTC,2018-01-18 06:08:30.000000 UTC,94131,B06,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.73408651462763, -122.43406609418109)",37.73408651,-122.4340661,1
2018-01-18 16:25:42.000000 UTC,2018-01-18 16:26:43.000000 UTC,2018-01-18 16:27:06.000000 UTC,2018-01-18 16:27:49.000000 UTC,2018-01-18 16:30:08.000000 UTC,94124,B10,3,TRUE,Alarm,ENGINE,"(37.73527383438168, -122.39141347027405)",37.73527383,-122.3914135,1
2018-01-18 13:06:12.000000 UTC,2018-01-18 13:08:11.000000 UTC,2018-01-18 13:08:41.000000 UTC,2018-01-18 13:08:44.000000 UTC,2018-01-18 13:23:13.000000 UTC,94110,B02,2,TRUE,Non Life-threatening,MEDIC,"(37.764299340228824, -122.41855143598447)",37.76429934,-122.4185514,1
2018-01-18 07:14:16.000000 UTC,2018-01-18 07:14:16.000000 UTC,2018-01-18 07:15:03.000000 UTC,2018-01-18 07:18:08.000000 UTC,,94110,B06,3,FALSE,Alarm,CHIEF,"(37.749836317621956, -122.41828053888302)",37.74983632,-122.4182805,1
2018-01-18 14:24:23.000000 UTC,2018-01-18 14:24:54.000000 UTC,2018-01-18 14:25:23.000000 UTC,2018-01-18 14:25:28.000000 UTC,2018-01-18 14:27:24.000000 UTC,94110,B10,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.757307610017534, -122.40661980269415)",37.75730761,-122.4066198,1
2018-01-18 17:21:42.000000 UTC,2018-01-18 17:22:59.000000 UTC,2018-01-18 17:23:19.000000 UTC,2018-01-18 17:23:23.000000 UTC,2018-01-18 17:29:17.000000 UTC,94102,B03,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.78486624373789, -122.4127821282671)",37.78486624,-122.4127821,1
2018-01-18 18:28:15.000000 UTC,2018-01-18 18:28:15.000000 UTC,2018-01-18 18:28:38.000000 UTC,2018-01-18 18:29:02.000000 UTC,2018-01-18 18:32:58.000000 UTC,94112,B09,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.729631999045345, -122.4338080421619)",37.729632,-122.433808,1
2018-01-18 18:42:45.000000 UTC,2018-01-18 18:44:29.000000 UTC,2018-01-18 18:45:22.000000 UTC,2018-01-18 18:46:32.000000 UTC,,94107,B03,3,FALSE,Alarm,TRUCK,"(37.77078768224108, -122.40046256678629)",37.77078768,-122.4004626,1
2018-01-18 15:02:29.000000 UTC,2018-01-18 15:05:07.000000 UTC,2018-01-18 15:06:02.000000 UTC,2018-01-18 15:07:16.000000 UTC,2018-01-18 15:09:12.000000 UTC,94121,B07,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.78075775369213, -122.49130205470276)",37.78075775,-122.4913021,1
2018-01-18 07:14:52.000000 UTC,2018-01-18 07:16:50.000000 UTC,2018-01-18 07:17:14.000000 UTC,2018-01-18 07:17:43.000000 UTC,,94117,B05,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.77250431516612, -122.44237797627312)",37.77250432,-122.442378,1
2018-01-18 14:56:15.000000 UTC,2018-01-18 14:57:03.000000 UTC,2018-01-18 14:58:00.000000 UTC,2018-01-18 14:58:19.000000 UTC,2018-01-18 15:02:05.000000 UTC,94124,B10,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.735894565893524, -122.39107207848791)",37.73589457,-122.3910721,1
2018-01-18 17:26:40.000000 UTC,2018-01-18 17:27:41.000000 UTC,2018-01-18 17:27:54.000000 UTC,2018-01-18 17:29:26.000000 UTC,2018-01-18 17:29:26.000000 UTC,94110,B06,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.73812753715507, -122.42406354410078)",37.73812754,-122.4240635,1
2018-01-18 02:05:29.000000 UTC,2018-01-18 02:05:58.000000 UTC,2018-01-18 02:06:23.000000 UTC,2018-01-18 02:06:28.000000 UTC,2018-01-18 02:10:32.000000 UTC,94115,B04,2,TRUE,Potentially Life-Threatening,MEDIC,"(37.7871400886984, -122.4320886295934)",37.78714009,-122.4320886,1
2018-01-18 23:20:19.000000 UTC,2018-01-18 23:20:42.000000 UTC,2018-01-18 23:21:50.000000 UTC,2018-01-18 23:21:50.000000 UTC,2018-01-18 23:23:28.000000 UTC,94110,B02,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.762743660114744, -122.42174765046308)",37.76274366,-122.4217477,1
2018-01-18 17:10:57.000000 UTC,2018-01-18 17:11:42.000000 UTC,2018-01-18 17:17:39.000000 UTC,2018-01-18 17:17:44.000000 UTC,2018-01-18 17:21:38.000000 UTC,94124,B10,3,TRUE,Non Life-threatening,MEDIC,"(37.734570709233395, -122.39183174302188)",37.73457071,-122.3918317,1
2018-01-18 12:04:04.000000 UTC,2018-01-18 12:04:34.000000 UTC,2018-01-18 12:04:47.000000 UTC,2018-01-18 12:05:47.000000 UTC,2018-01-18 12:09:56.000000 UTC,94103,B02,3,FALSE,Potentially Life-Threatening,ENGINE,"(37.76653011224865, -122.42128871331002)",37.76653011,-122.4212887,1
2018-01-18 06:28:19.000000 UTC,2018-01-18 06:29:20.000000 UTC,2018-01-18 06:29:36.000000 UTC,2018-01-18 06:31:57.000000 UTC,2018-01-18 06:33:42.000000 UTC,94118,B04,3,FALSE,Alarm,TRUCK,"(37.78802755108142, -122.4478044739794)",37.78802755,-122.4478045,1
2018-01-18 20:40:14.000000 UTC,2018-01-18 20:40:37.000000 UTC,2018-01-18 20:40:42.000000 UTC,2018-01-18 20:42:15.000000 UTC,2018-01-18 20:45:19.000000 UTC,94124,B10,3,FALSE,Alarm,TRUCK,"(37.718722285677096, -122.38911832496534)",37.71872229,-122.3891183,1
2018-01-18 14:26:40.000000 UTC,2018-01-18 14:27:55.000000 UTC,2018-01-18 14:28:24.000000 UTC,2018-01-18 14:28:43.000000 UTC,,94109,B04,2,FALSE,Non Life-threatening,ENGINE,"(37.785942726545485, -122.41890255760904)",37.78594273,-122.4189026,1
2018-01-18 17:55:41.000000 UTC,2018-01-18 17:56:08.000000 UTC,2018-01-18 17:56:25.000000 UTC,2018-01-18 17:57:28.000000 UTC,2018-01-18 18:03:05.000000 UTC,94117,B05,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.77515106346623, -122.43280407535204)",37.77515106,-122.4328041,1
2018-01-18 17:10:57.000000 UTC,2018-01-18 17:11:42.000000 UTC,2018-01-18 17:12:18.000000 UTC,2018-01-18 17:13:26.000000 UTC,,94124,B10,3,TRUE,Non Life-threatening,ENGINE,"(37.734570709233395, -122.39183174302188)",37.73457071,-122.3918317,1
2018-01-18 19:58:27.000000 UTC,2018-01-18 19:59:26.000000 UTC,2018-01-18 20:00:44.000000 UTC,2018-01-18 20:01:50.000000 UTC,2018-01-18 20:04:05.000000 UTC,94109,B04,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.79573710930162, -122.42341305525468)",37.79573711,-122.4234131,1
2018-01-18 02:53:24.000000 UTC,2018-01-18 02:56:00.000000 UTC,2018-01-18 02:57:31.000000 UTC,2018-01-18 02:57:36.000000 UTC,2018-01-18 03:03:12.000000 UTC,94117,B05,2,TRUE,Non Life-threatening,MEDIC,"(37.76930363659742, -122.44261080627477)",37.76930364,-122.4426108,1
2018-01-18 18:42:45.000000 UTC,2018-01-18 18:44:29.000000 UTC,2018-01-18 18:45:22.000000 UTC,2018-01-18 18:45:33.000000 UTC,2018-01-18 18:47:28.000000 UTC,94107,B03,3,FALSE,Alarm,CHIEF,"(37.77078768224108, -122.40046256678629)",37.77078768,-122.4004626,1
2018-01-18 18:32:23.000000 UTC,2018-01-18 18:32:23.000000 UTC,2018-01-18 18:37:16.000000 UTC,2018-01-18 18:37:47.000000 UTC,,94110,B06,2,TRUE,Non Life-threatening,MEDIC,"(37.737406248751704, -122.42404014984731)",37.73740625,-122.4240401,1
2018-01-18 23:07:23.000000 UTC,2018-01-18 23:07:23.000000 UTC,2018-01-18 23:07:57.000000 UTC,2018-01-18 23:08:06.000000 UTC,2018-01-18 23:13:37.000000 UTC,94110,B02,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.76544761027123, -122.41310524495427)",37.76544761,-122.4131052,1
2018-01-18 18:06:44.000000 UTC,2018-01-18 18:06:44.000000 UTC,2018-01-18 18:06:44.000000 UTC,2018-01-18 18:06:44.000000 UTC,2018-01-18 18:06:44.000000 UTC,94102,B03,2,TRUE,Non Life-threatening,ENGINE,"(37.78225008731672, -122.41126861336849)",37.78225009,-122.4112686,1
